PUBMED_ID,Abstract,Keyword
30613943,"The suicide risk after a new cancer diagnosis remains a controversial issue. This study examines the suicide risk within the year after a cancer diagnosis. This is the largest study to assess recent trends in suicide risk after a cancer diagnosis."", ""Data were obtained from the Surveillance, Epidemiology, and End Results Program. All patients diagnosed with cancer between 2000 and 2014 were selected. The event was defined as death due to suicide within the first year after a cancer diagnosis, and patients who experienced the event after their diagnosis were observed. The observed/expected (O/E) ratio was assessed as well as the excess risk per 10,000 person-years to determine the suicide risk change after the diagnosis in comparison with the general population."", ""A total of 4,671,989 patients with cancer were included; 1585 committed suicide within 1 year of their diagnosis. The risk of suicide increased significantly with an O/E ratio of 2.52 and with an excess risk of 2.51 per 10,000 person-years. When the risk of suicide was studied according to the cancer site, the highest increases in the O/E ratio came after diagnoses of pancreatic cancer (8.01) and lung cancer (6.05). The risk of suicide also increased significantly after a diagnosis of colorectal cancer with an O/E ratio of 2.08. However, the risk of suicidal death did not increase significantly after breast and prostate cancer diagnoses."", ""The risk of suicide increases significantly in the first year after a diagnosis of cancer in comparison with the general population, and this increase varies with the type and prognosis of cancer. Close observation and referral to mental health services, when indicated, are important for mitigating such risk.",Cancer
25355167,"Subsequent malignant neoplasms (SMNs) are associated with significant morbidity and are a major cause of premature mortality among cancer survivors. Several large studies have demonstrated a strong association between the radiation and/or chemotherapy used to treat primary cancer and the risk of developing SMNs. However, for any given therapeutic exposure, the risk of developing an SMN varies between individuals. Genomic variation can potentially modify the association between therapeutic exposures and SMN risk and may explain the observed interindividual variability. In this review, the author provides a brief overview of the current knowledge regarding the role of genomic variation in the development of therapy-related SMNs and discusses the methodological challenges in undertaking an endeavor to develop a deeper understanding of the molecular underpinnings of therapy-related SMNs, such as an appropriate study design, the identification of an adequately sized study population together with a reliable plan for collecting and maintaining high-quality DNA, clinical validation of the phenotype, and the selection of an appropriate approach or platform for genotyping. Understanding the factors that can modify the risk of treatment-related SMNs is critical to developing targeted intervention strategies and optimizing risk-based health care for cancer survivors.",Cancer
32554239,"Pathology laboratories are one of the main information sources for cancer registries and have traditionally been coded with SNOMED; some of them are migrating to SNOMED CT (SCT). Cancer registries encode topography and morphology of neoplasms by the International Classification of Diseases for Oncology (ICD-O). ICD-O updates morphology with WHO Classification of Tumors (Blue-Books). Morphological codes of the ICD-O, Blue-Books and SNOMED (former SNOMEDID) have always coincided. In 2017, SCT removed the SNOMEDID."", ""to define neoplastic and topographic subsets in SCT and map them to ICD-O-3.1/Blue-Books; reduce the original number of SCT concepts; correctly identify neoplasms in the laboratories in accordance with international cancer registry rules."", ""SCT neoplastic concepts were identified by manual revision and SCT resources (\""is a\"", \""Associated morphology\"" relationships; Simple Map Reference Set). Topographic concepts were extracted from the body structure hierarchy of SCT. Both subsets were mapped to ICD-O-3.1/Blue-Books, afterwards. Updating algorithms were designed to automate and update each subset with every SCT release. The process of neoplasms identification was validated in a sample of 5212 specimens with 7378 records from 8 Catalan hospitals."", ""The number of concepts in neoplastic and topographic subsets (16,448 and 32,278) was reduced after the mapping to ICD-O-3.1/Blue-Books (2115 and 330, respectively). Neoplastic subset classified the specimens correctly in the 98.6% of the specimens."", ""This article presents a flexible tool to exhaustively identify neoplasms in pathology laboratories that code with SCT, following international PBCRs standards and in line with the pathologists, oncologists and epidemiologists' needs.",Cancer
29847298,"Purpose Childhood cancer survivors are at increased risk of subsequent neoplasms (SNs), but the germline genetic contribution is largely unknown. We assessed the contribution of pathogenic/likely pathogenic (P/LP) mutations in cancer predisposition genes to their SN risk. Patients and Methods Whole-genome sequencing (30-fold) was performed on samples from childhood cancer survivors who were \u2265 5 years since initial cancer diagnosis and participants in the St Jude Lifetime Cohort Study, a retrospective hospital-based study with prospective clinical follow-up. Germline mutations in 60 genes known to be associated with autosomal dominant cancer predisposition syndromes with moderate to high penetrance were classified by their pathogenicity according to the American College of Medical Genetics and Genomics guidelines. Relative rates (RRs) and 95% CIs of SN occurrence by mutation status were estimated using multivariable piecewise exponential regression stratified by radiation exposure. Results Participants were 3,006 survivors (53% male; median age, 35.8 years [range, 7.1 to 69.8 years]; 56% received radiotherapy), 1,120 SNs were diagnosed among 439 survivors (14.6%), and 175 P/LP mutations were identified in 5.8% (95% CI, 5.0% to 6.7%) of survivors. Mutations were associated with significantly increased rates of breast cancer (RR, 13.9; 95% CI, 6.0 to 32.2) and sarcoma (RR, 10.6; 95% CI, 4.3 to 26.3) among irradiated survivors and with increased rates of developing any SN (RR, 4.7; 95% CI, 2.4 to 9.3), breast cancer (RR, 7.7; 95% CI, 2.4 to 24.4), nonmelanoma skin cancer (RR, 11.0; 95% CI, 2.9 to 41.4), and two or more histologically distinct SNs (RR, 18.6; 95% CI, 3.5 to 99.3) among nonirradiated survivors. Conclusion The findings support referral of all survivors for genetic counseling for potential clinical genetic testing, which should be prioritized for nonirradiated survivors with any SN and for those with breast cancer or sarcoma in the field of prior irradiation.",Cancer
30797674,"Few studies have investigated the risks of subsequent primary neoplasms after adolescent and young adult (AYA) cancer. We investigated the risks of specific subsequent primary neoplasms after each of 16 types of AYA cancer."", ""The Teenage and Young Adult Cancer Survivor Study is a population-based cohort of 200\u2008945 survivors of cancer diagnosed when aged 15-39 years in England and Wales from Jan 1, 1971, to Dec 31, 2006. The cohort was established using cancer registrations from the Office for National Statistics and the Welsh Cancer registry. Follow-up was from 5-year survival until the first occurrence of death, emigration, or study end date (Dec 31, 2012). In this analysis, we focus on the risk of specific subsequent primary neoplasms after 16 types of AYA cancer: breast; cervical; testicular; Hodgkin lymphoma (female); Hodgkin lymphoma (male); melanoma; CNS (intracranial); colorectal; non-Hodgkin lymphoma; thyroid; soft-tissue sarcoma; ovarian; bladder; other female genital; leukaemia; and head and neck cancer. We report absolute excess risks (AERs; per 10\u2008000 person-years) and cumulative incidence of specific types of subsequent primary neoplasm after each type of AYA cancer."", ""During the 2\u2008631\u2008326 person-years of follow-up (median follow-up 16\u00b78 years, IQR 10\u00b75-25\u00b72), 12\u2008321 subsequent primary neoplasms were diagnosed in 11\u2008565 survivors, most frequently among survivors of breast cancer, cervical cancer, testicular cancer, and Hodgkin lymphoma. AERs of any subsequent primary neoplasms were 19\u00b75 per 10\u2008000 person-years (95% CI 17\u00b74-21\u00b75) in survivors of breast cancer, 10\u00b72 (8\u00b70-12\u00b74) in survivors of cervical cancer, 18\u00b79 (16\u00b76-21\u00b71) in survivors of testicular cancer, 55\u00b77 (50\u00b74-61\u00b71) in female survivors of Hodgkin lymphoma, and 29\u00b79 (26\u00b73-33\u00b76) in male survivors of Hodgkin lymphoma. The cumulative incidence of all subsequent primary neoplasms 35 years after diagnosis was 11\u00b79% (95% CI 11\u00b73-12\u00b76) in survivors of breast cancer, 15\u00b78% (14\u00b78-16\u00b77) in survivors of cervical cancer, 20\u00b72% (18\u00b79-21\u00b75) in survivors of testicular cancer, 26\u00b76% (24\u00b77-28\u00b76) in female survivors of Hodgkin lymphoma, and 16\u00b75% (15\u00b72-18\u00b70) in male survivors of Hodgkin lymphoma. In patients who had survived at least 30 years from diagnosis of cervical cancer, testicular cancer, Hodgkin lymphoma in women, breast cancer, and Hodgkin lymphoma in men, we identified a small number of specific subsequent primary neoplasms that account for 82%, 61%, 58%, 45%, and 41% of the total excess number of neoplasms, respectively. Lung cancer accounted for a notable proportion of the excess number of neoplasms across all AYA groups investigated."", ""Our finding that a small number of specific subsequent primary neoplasms account for a large percentage of the total excess number of neoplasms in long-term survivors of cervical, breast, and testicular cancer, and Hodgkin lymphoma provides an evidence base to inform priorities for clinical long-term follow-up. The prominence of lung cancer after each of these AYA cancers indicates the need for further work aimed at preventing and reducing the burden of this cancer in future survivors of AYA cancer."", ""Cancer Research UK, National Institute for Health Research, Academy of Medical Sciences, and Children with Cancer UK.",Cancer
33121475,"Malaria is associated with Burkitt lymphoma among children in Sub-Saharan Africa. No longitudinal studies have assessed the long-term risk of other lymphoma or cancer overall. Here, we investigated the risk of lymphoid neoplasms and other cancer after malaria."", ""We included 4125 patients diagnosed with malaria in Sweden in 1987-2015, identified either through the National Surveillance Database at the Public Health Agency of Sweden, the National Inpatient and Outpatient Register, or by reports from microbiology departments. A comparator cohort (N\u2009=\u200966,997) matched on sex, age and birth region was retrieved from the general population and an additional cohort with all individuals born in Sub-Saharan Africa registered in the Total Population Register in 1987-2015 (N\u2009=\u2009171,756). Incident lymphomas and other cancers were identified through linkage with the Swedish Cancer Register. Hazard ratios (HRs) were assessed using Cox regression with attained age as the timescale."", ""A total of 20 lymphoid neoplasms and 202 non-haematological cancers were identified among malaria patients during a mean follow-up of 13.3 and 13.7\u2009years, respectively. The overall risk of lymphoid neoplasms was not significantly increased (hazard ratio [HR] 1.24, 95% confidence interval [CI] 0.79-1.94), neither did we find any association with all-site non-haematological cancer (HR 0.89, 95% CI 0.77-1.02). However, in the Sub-Saharan Africa cohort, we observed an increased risk of lymphoid neoplasms after malaria diagnosis (HR 2.39, 95% CI 1.06-5.40), but no difference in the risk of other cancer (HR 1.01, 95% CI 0.70-1.45). The association could not be explained by co-infection with HIV or chronic hepatitis B or C, since the risk estimate was largely unchanged after excluding patients with these comorbidities (HR 2.63, 95% CI 1.08-6.42). The risk became more pronounced when restricting analyses to only including non-Hodgkin and Hodgkin lymphomas (HR 3.49, 95% CI 1.42-8.56)."", ""Individuals born in malaria-endemic areas and diagnosed with malaria in Sweden had an increased risk of lymphoid neoplasms, especially B cell lymphoma. There was no association with cancer overall nor did single malaria episodes confer an increased risk in travellers.",Cancer
31201893,"To estimate the effect of radiation therapy (RT) on nonbreast second malignant neoplasms (SMNs) in young women survivors of stage I-IIIA breast cancer."", ""Women aged 20 to 44 years who received a diagnosis of stage I-IIIA breast cancer (1988-2008) were identified in the Surveillance, Epidemiology, and End Results 9 registries. Bootstrapping approach and competing-risk proportional hazards models were used to evaluate the effect of RT on nonbreast SMN risk. The analysis was repeated in racial subgroups. Radiotolerance score analysis of normal airway epithelium was performed using Gene Expression Omnibus (GEO) data sets."", ""Within records of 30,003 women with primary breast cancer, 20,516 eligible patients were identified, including 2,183 African Americans (AAs) and 16,009 Caucasians. The 25-year cumulative incidences of SMN were 5.2% and 3.6% (RT vs no-RT) for AAs, with 12.8-year and 17.4-year (RT vs no-RT) median follow-up (hazard ratio [HR] = 1.81; 95% bootstrapping confidence interval [BCI], 1.02-2.50; P < .05), respectively, and 6.4% and 5.9% (RT vs no-RT) for Caucasians with 14.3-year and\u00a018.1-year (RT vs no-RT) median follow-up (HR = 1.10; 95% BCI, 0.61-1.40; P > .05), respectively. The largest portion of excess RT-related SMN risk was lung cancer (AA: HR = 2.08, 95% BCI, 1.02-5.39, P < .05; Caucasian: HR = 1.50, 95% BCI, 0.84-5.38, P > .05). Subpopulation Treatment Effect Pattern Plot (STEPP) analysis revealed higher\u00a0post-RT nonbreast SMN risk in those 20 to 44 years of age, with larger HRs for RT in AAs. Radiotolerance score (RTS) of normal airway epithelium from young AA women was significantly lower than that from young Caucasian women (P = .038)."", ""With a projected 25-year follow-up, RT is associated with elevated risk of nonbreast SMNs, particularly second lung cancer, in young women survivors of stage I-IIIA breast cancer. Nonbreast SMNs associated with RT are higher in AA women than Caucasian women.",Cancer
27683180,"<b>Purpose:</b> Second malignant neoplasms (SMNs) are severe late complications that occur in pediatric cancer survivors exposed to radiotherapy and other genotoxic treatments. To characterize the mutational landscape of treatment-induced sarcomas and to identify candidate SMN-predisposing variants, we analyzed germline and SMN samples from pediatric cancer survivors.<b>Experimental Design:</b> We performed whole-exome sequencing (WES) and RNA sequencing on radiation-induced sarcomas arising from two pediatric cancer survivors. To assess the frequency of germline <i>TP53</i> variants in SMNs, Sanger sequencing was performed to analyze germline <i>TP53</i> in 37 pediatric cancer survivors from the Childhood Cancer Survivor Study (CCSS) without any history of a familial cancer predisposition syndrome but known to have developed SMNs.<b>Results:</b> WES revealed <i>TP53</i> mutations involving p53's DNA-binding domain in both index cases, one of which was also present in the germline. The germline and somatic <i>TP53-</i>mutant variants were enriched in the transcriptomes for both sarcomas. Analysis of <i>TP53-</i>coding exons in germline specimens from the CCSS survivor cohort identified a G215C variant encoding an R72P amino acid substitution in 6 patients and a synonymous SNP A639G in 4 others, resulting in 10 of 37 evaluable patients (27%) harboring a germline <i>TP53</i> variant.<b>Conclusions:</b> Currently, germline <i>TP53</i> is not routinely assessed in patients with pediatric cancer. These data support the concept that identifying germline <i>TP53</i> variants at the time a primary cancer is diagnosed may identify patients at high risk for SMN development, who could benefit from modified therapeutic strategies and/or intensive posttreatment monitoring. <i>Clin Cancer Res; 23(7); 1852-61. \u00a92016 AACR</i>.",Cancer
32459377,"Assessing quality of life is essential for individuals with advanced cancer, but lengthy assessments can be burdensome. The authors investigated the psychometric characteristics of the FACT-G7, a 7-item quality-of-life measure derived from the Functional Assessment of Cancer Therapy-General (FACT-G) scale, in advanced cancer."", ""Data were obtained from outpatients with advanced cancer who were enrolled in a randomized controlled trial of early palliative care. At baseline, 228 intervention participants and 233 control participants (N\u00a0=\u00a0461) completed the FACT-G and measures of symptom severity, quality of life near the end of life, problematic medical communication, and satisfaction with care. Follow-up measures were administered monthly for 4\u00a0months."", ""The FACT-G7 showed good internal consistency (Cronbach \u03b1\u00a0=\u00a0.72-.80), and its single-factor structure was supported. It correlated strongly with the FACT-G total, physical, and functional indices and with symptom severity (absolute r\u00a0=\u00a00.73-0.92); more moderately with the FACT-G emotional index and with symptom impact and preparation for the end of life (r\u00a0=\u00a0.40-.71); and least with the FACT-G social/family index and with relationship with health care provider, life completion, problematic medical communication, and care satisfaction measures (absolute r\u00a0=\u00a0.26-.44). Eastern Cooperative Oncology Group performance status groups differed on FACT-G7 scores, as expected (all P\u00a0<\u00a0.001). Improvements in FACT-G7 scores in the intervention group compared with the control group at 3-month (P\u00a0=\u00a0.049) and 4-month (P\u00a0=\u00a0.034) follow-up supported responsiveness to change and somewhat greater sensitivity than the FACT-G scores."", ""The FACT-G7 is a valid, brief measure particularly of the physical and functional facets of quality of life. It may enable rapid quality-of-life assessments in patients with advanced cancer.",Cancer
30335190,"Cancer survivors face psychosocial issues that increase their risk of suicide. This study examined the risk of suicide across cancer sites, with a focus on survivors of head and neck cancer (HNC)."", ""The Surveillance, Epidemiology, and End Results 18-registry database (from 2000 to 2014) was queried for the top 20 cancer sites in the database, including HNC. The outcome of interest was suicide as a cause of death. The mortality rate from suicide was estimated for HNC sites and was compared with rates for 19 other cancer sites that were included in the study. Poisson regression was used to estimate adjusted rate ratios (aRRs) and 95% confidence intervals (CIs) for 1) HNC versus non-HNC sites (the other 19 cancer sites combined), and 2) HNC versus each individual cancer site. Models were stratified by sex, controlling for race, marital status, age, year, and stage at diagnosis."", ""There were 404 suicides among 151,167 HNC survivors from 2000 to 2014, yielding a suicide rate of 63.4 suicides per 100,000 person-years. In this timeframe, there were 4493 suicides observed among 4219,097 cancer survivors in the study sample, yielding an incidence rate of 23.6 suicides per 100,000 person-years. Compared with survivors of other cancers, survivors of HNC were almost 2 times more likely to die from suicide (aRR, 1.97; 95% CI, 1.77-2.19). There was a 27% increase in the risk of suicide among HNC survivors during the period from 2010 to 2014 (aRR, 1.27; 95% CI, 1.16-1.38) compared with the period from 2000 to 2004."", ""Although survival rates in cancer have improved because of improved treatments, the risk of death by suicide remains a problem for cancer survivors, particularly those with HNC.",Cancer
30716324,"Many patients with pancreatic adenocarcinoma carry germline mutations associated with increased risk of cancer. It is not clear whether patients with intraductal papillary mucinous neoplasms (IPMNs), which are precursors to some pancreatic cancers, also carry these mutations. We assessed the prevalence of germline mutations associated with cancer risk in patients with histologically confirmed IPMN."", ""We obtained nontumor tissue samples from 315 patients with surgically resected IPMNs from 1997 through 2017, and we sequenced 94 genes with variants associated with cancer risk. Mutations associated with increased risk of cancer were identified and compared with individuals from the Exome Aggregation Consortium."", ""We identified 23 patients with a germline mutation associated with cancer risk (7.3%; 95% confidence interval, 4.9-10.8). Nine patients had a germline mutation associated with pancreatic cancer susceptibility (2.9%; 95% confidence interval, 1.4-5.4). More patients with IPMNs carried germline mutations in ATM (P < .0001), PTCH1 (P < .0001), and SUFU (P < .0001) compared with controls. Patients with IPMNs and germline mutations associated with pancreatic cancer were more like to have concurrent invasive pancreatic carcinoma compared with patients with IPMNs without these mutations (P < .0320)."", ""In sequence analyses of 315 patients with surgically resected IPMNs, we found that almost 3% to carry mutations associated with pancreatic cancer risk. More patients with IPMNs and germline mutations associated with pancreatic cancer had concurrent invasive pancreatic carcinoma compared with patients with IPMNs without these mutations. Genetic analysis of patients with IPMNs might identify those at greatest risk for cancer.",Cancer
28691178,"Holocaust survivors during World War II were exposed to various factors that are associated with cancer risk. The objective of this study was to determine whether Holocaust survivors had an increased risk for developing cancer."", ""The study population included 152,622 survivors. The main analysis was based on a comparison between individuals who were entitled to compensation for suffering persecution during the war and individuals who were denied such compensation. A complementary analysis compared survivors who were born in countries governed by Nazi Germany with survivors born in nonoccupied countries. A Cox proportional hazards model was used, with the time at risk of cancer development starting on either January 1, 1960, or the date of immigration to the date of cancer diagnosis or death or the date of last follow-up (December 31, 2006)."", ""Cancer was diagnosed in 22.2% of those who were granted compensation versus 16% of those who were denied compensation (P < .0001). Adjusting for birth cohort, sex, country of origin, and period of immigration, both analyses revealed significant increased risks of developing cancer in those who were exposed. For those who were granted versus denied compensation, the hazard ratios were 1.06 (P < .001) for all sites, 1.12 (P = .07) for colorectal cancer, and 1.37 (P = .008) for lung cancer. For those born in occupied countries versus nonoccupied countries, the hazard ratios were 1.08 (P < .001), 1.08 (P = .003), and 1.12 (P = .02), respectively."", ""The current results, based on a large cohort of Holocaust survivors who were exposed to a variety of severe deprivations, add to the conflicting and sparse knowledge on this issue and support the notion that this group has a small but consistent increase in cancer development. Cancer 2017;123:3335-45. \u00a9 2017 American Cancer Society.",Cancer
31251393,"Curative therapy places childhood cancer survivors at increased risk for second primary malignancies (SPMs). However, there have been few population-based attempts to characterize differences between outcomes of SPMs in childhood cancer survivors and outcomes of first primary malignancies (FPMs)."", ""Clinical and demographic information about childhood cancer survivors who developed SPMs and individuals with comparable FPMs was extracted from the Surveillance, Epidemiology, and End Results program. Hazard ratios (HRs) and 95% confidence intervals (CIs) were estimated with Cox proportional hazards models comparing the overall survival (OS) of individuals with and without a history of childhood cancer. OS was evaluated both overall and for specific cancers diagnosed in 50 or more childhood cancer survivors. Models accounted for potential confounders, including sex, race, age, treatment decade, histology, and disease stage."", ""Compared with individuals with FPMs (n\u00a0=\u00a01,332,203), childhood cancer survivors (n\u00a0=\u00a01409) with an SPM experienced poorer OS (HR, 1.86; 95% CI, 1.72-2.02) after the study had accounted for cancer type, age, sex, race, and decade of diagnosis. A history of childhood cancer remained a poor prognostic factor for all specific cancers evaluated, including breast cancer (HR, 2.07; 95% CI, 1.63-2.62), thyroid cancer (HR, 3.59; 95% CI, 2.08-6.19), acute myeloid leukemia (HR, 2.38; 95% CI, 1.87-3.05), brain cancer (HR, 2.09; 95% CI, 1.72-2.55), melanoma (HR, 2.57; 95% CI, 1.55-4.27), bone cancer (HR, 1.88; 95% CI, 1.37-2.57), and soft-tissue sarcoma (HR, 2.44; 95% CI, 1.78-3.33)."", ""Compared with individuals without a prior cancer diagnosis, survivors of childhood cancer with an SPM experienced inferior outcomes. Survival disparities were observed for the most frequent SPMs diagnosed in childhood cancer survivors.",Cancer
